profile,scenario_id,metric,item_id,gold,predicted,verdict,coverage_status,log_path,review_note
without_stg_construction,P3_13,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] waterglass (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
without_stg_construction,P3_13,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[walk] <sink> (155),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
without_stg_construction,P3_13,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[wash] <waterglass> (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
without_stg_construction,P3_13,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[walk] <kitchentable> (131),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
without_stg_construction,P3_13,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putback] <waterglass> (64) <kitchentable> (131),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] <cutleryknife> (271),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[cut] <pie> (319),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[open] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[walk] <pie> (319),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[grab] <pie> (319),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_14,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[putin] <pie> (319) <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] fridge (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[open] <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[close] <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[switchon] <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[walk] <waterglass> (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[grab] <waterglass> (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[walk] <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[open] <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_15,Halluc,physical_skill_9,skill name present in ActionValidator.ARITY,[putin] <waterglass> (64) <fridge> (162),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_15/run_P3_15.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[switchon] <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[putback] <salmon> (181) <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[putback] <salmon> (181) <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[grab] <salmon> (181),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_16,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[putback] <salmon> (181) <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_16/run_P3_16.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <pancake> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[grab] <pancake> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[putback] <pancake> (62) <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putback] <pancake> (62) <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[putback] <pancake> (62) <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[walk] <microwave> (109),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[walk] <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_9,skill name present in ActionValidator.ARITY,[putback] <pancake> (62) <plate> (110),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_10,skill name present in ActionValidator.ARITY,[open] <microwave> (109),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_11,skill name present in ActionValidator.ARITY,[putin] <pancake> (62) <microwave> (109),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_17,Halluc,physical_skill_12,skill name present in ActionValidator.ARITY,[switchon] <microwave> (109),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_17/run_P3_17.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <bedroom> (211),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[walk] <sink> (90),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <closetdrawer> (291),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[walk] <clothespile> (312),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[walk] <clothespile> (312),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[open] <clothespile> (312),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[walk] <closetdrawer> (291),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[walk] <closetdrawer> (290),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_9,skill name present in ActionValidator.ARITY,[walk] <closetdrawer> (291),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_18,Halluc,physical_skill_10,skill name present in ActionValidator.ARITY,[walk] <closetdrawer> (292),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,Supported skill name.
without_stg_construction,P3_19,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <cutlets> (175),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,Supported skill name.
without_stg_construction,P3_19,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[grab] <cutlets> (175),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,Supported skill name.
without_stg_construction,P3_19,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,Supported skill name.
without_stg_construction,P3_19,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[putin] <cutlets> (175) <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,Supported skill name.
without_stg_construction,P3_19,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putin] <cutlets> (175) <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] <mug> (118),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[walk] <sink> (90),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[putback] <mug> (118) <sink> (90),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[switchon] <faucet> (91),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[wash] <mug> (118),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[grab] <mug> (118),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
without_stg_construction,P3_20,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[wash] <mug> (118),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_20/run_P3_20.md,Supported skill name.
